defaulted,revolving_utilization,age,late_30_59_days,debt_ratio,monthly_income,open_credit_lines,late_90_days,real_estate_loans,late_60_89_days,dependents
,0.079461369,62,0,0.880517165,4485.0,7,0,3,0,1.0
,0.073962014,79,0,1.056044232,3978.0,11,0,2,0,0.0
,0.017913917,32,0,0.288831662,7377.0,11,0,1,0,2.0
,0.9999999,33,0,0.0,7212.0,0,0,0,0,4.0
,0.119825856,32,0,0.381814752,5300.0,10,0,2,0,1.0
,0.128725712,49,0,0.961506554,6026.0,18,0,2,0,2.0
,0.173773367,50,1,0.391355336,5968.0,12,0,1,0,2.0
,0.0,64,2,0.270068636,3350.0,4,0,2,0,0.0
,0.01226937,53,0,0.261129727,8355.0,15,0,1,0,3.0
,0.287121704,31,0,0.217927358,3000.0,8,0,0,0,0.0
,0.403178826,29,0,0.16191904,3334.0,6,0,0,0,2.0
,0.017004882,72,0,0.474122696,3960.0,19,0,1,0,0.0
,0.920634921,49,0,0.232608696,4599.0,9,1,0,2,2.0
,0.57700494,57,0,0.565180824,3566.0,10,0,2,0,0.0
,0.039385826,56,0,0.208266207,18000.0,7,0,1,0,1.0
,0.034263779,59,0,0.086425239,4500.0,5,0,0,0,1.0
,0.0,27,0,0.647940075,800.0,4,0,0,0,0.0
,0.052309231,30,0,30.0,0.0,6,0,0,0,0.0
,0.119925833,55,0,0.023468057,2300.0,2,0,0,0,2.0
,0.0,62,0,0.351201479,4327.0,8,0,2,0,0.0
,0.078876617,45,0,0.566870083,13600.0,7,0,2,0,2.0
,0.04363974,39,0,0.501749125,2000.0,8,0,1,0,1.0
,0.272824192,51,0,4745.0,5400.0,19,0,3,1,1.0
,0.05875463,61,0,0.299267101,7367.0,12,0,2,0,1.0
,0.755914346,26,0,0.523233112,2560.0,6,0,0,0,0.0
,0.601286759,56,0,0.587850628,5810.0,9,0,1,0,2.0
,0.2176844,56,0,31.42900302,661.0,16,0,1,0,0.0
,0.9999999,29,0,0.380206598,3000.0,6,0,0,1,0.0
,0.428678034,58,0,2013.0,5400.0,14,0,1,0,1.0
,0.938588975,60,1,0.257529463,4581.0,11,0,0,0,1.0
,0.830261023,42,0,0.729936306,1569.0,4,0,0,0,1.0
,0.217055874,38,1,0.480404164,3265.0,6,0,1,0,2.0
,0.820816049,59,3,2017.0,5400.0,14,0,2,0,0.0
,0.0,55,0,0.268855184,9625.0,10,0,1,0,2.0
,0.883713275,36,1,0.418198963,4241.0,9,2,1,1,1.0
,0.781533932,45,0,2.578947368,1500.0,9,0,2,0,2.0
,1.02247191,44,4,1818.0,5400.0,6,0,1,0,0.0
,0.0,72,0,0.0,5400.0,2,0,0,0,0.0
,0.187183446,53,0,1357.0,5400.0,6,0,1,0,0.0
,0.142892855,68,0,0.101269335,14416.0,6,0,1,0,1.0
,0.047849262,87,0,51.0,5400.0,2,0,0,0,0.0
,0.17679558,70,0,0.329288333,7910.0,6,0,1,0,1.0
,0.975444833,53,0,0.907618476,5000.0,10,0,2,1,0.0
,0.414947198,52,0,0.291449673,10560.0,11,0,1,0,4.0
,0.015311968,63,0,0.354466005,6750.0,6,0,1,0,0.0
,0.371951356,65,0,728.0,5400.0,17,0,0,0,0.0
,0.01958668,30,0,0.211490425,1200.0,10,0,0,0,1.0
,0.033834029,45,0,0.195024434,2250.0,11,0,0,0,1.0
,0.078238212,56,0,0.561574209,6885.0,13,0,1,0,1.0
,0.846163132,53,0,1343.0,5400.0,4,0,1,0,0.0
,0.514272544,47,0,0.616974006,4500.0,10,0,1,0,0.0
,0.925212792,54,0,2228.0,5400.0,7,0,2,0,1.0
,0.608102045,35,0,0.630607609,7043.0,8,0,3,0,2.0
,0.784136922,64,0,0.498023927,18723.0,25,0,2,0,0.0
,0.507472385,34,0,0.397773496,4670.0,11,0,2,0,0.0
,0.058738444,82,0,28.0,5400.0,5,0,0,0,0.0
,0.014096365,70,0,0.326356486,7500.0,14,0,2,0,0.0
,0.970483218,22,1,0.211118051,1600.0,4,0,0,0,0.0
,0.917360517,63,2,0.070447068,5166.0,5,0,0,1,0.0
,0.002482587,68,0,1.0,5400.0,1,0,0,0,0.0
,0.005851215,79,0,0.154843536,8020.0,14,1,0,0,1.0
,0.027640317,53,0,0.259162304,9167.0,5,0,1,0,0.0
,0.085471435,66,0,0.130173535,22300.0,6,0,1,0,1.0
,0.004188842,43,0,0.434078296,13333.0,13,0,3,0,2.0
,0.174694177,50,0,0.130247835,16744.0,5,0,1,0,1.0
,0.0,61,0,0.277907364,3000.0,7,0,1,0,0.0
,0.21101156,46,0,2989.0,5400.0,19,0,2,0,0.0
,0.098102925,55,0,1658.0,5400.0,17,0,1,0,0.0
,0.000279994,63,0,0.1475,5999.0,3,0,1,0,1.0
,1.003593638,49,0,0.35527847,12029.0,7,0,2,0,2.0
,0.0,73,0,0.487907065,5250.0,5,0,1,0,1.0
,0.866431398,54,3,0.216627384,14000.0,12,0,0,0,2.0
,0.095334767,42,0,141.0,5400.0,5,0,0,0,3.0
,0.755340129,61,0,0.458544563,6114.0,17,0,1,0,1.0
,0.806274216,47,1,0.210869161,5372.0,8,0,0,0,0.0
,0.520061927,52,0,0.407020662,4500.0,6,0,1,0,1.0
,0.9999999,52,0,0.194942664,3400.0,4,0,1,0,0.0
,0.450483895,64,0,0.293023256,2149.0,4,0,0,0,1.0
,0.74625075,38,0,0.085318985,1300.0,2,0,0,0,0.0
,0.176569031,51,0,0.35994001,6000.0,13,0,1,0,2.0
,0.477958367,47,0,895.0,5400.0,4,0,0,0,0.0
,0.460375568,61,0,0.347478338,4500.0,10,0,1,0,0.0
,0.15222891,46,0,1482.0,5400.0,7,0,1,0,0.0
,0.066111761,70,0,0.233795837,10089.0,10,0,2,0,0.0
,0.0,38,0,0.56010979,5464.0,13,0,2,0,0.0
,0.019021705,72,0,1335.0,1.0,13,0,2,0,0.0
,0.098858365,51,0,0.685662867,3333.0,15,0,2,0,1.0
,0.001679866,45,0,1.287410184,3200.0,9,0,2,0,1.0
,0.832539683,51,4,0.240611961,3594.0,8,3,1,3,0.0
,0.9999999,45,1,0.001385617,7216.0,1,2,0,0,0.0
,0.021574639,39,0,0.307337333,6500.0,18,0,2,0,4.0
,0.000235266,74,0,0.0,4950.0,5,0,0,0,0.0
,0.009799608,42,0,8.0,5400.0,2,0,0,0,0.0
,0.499392467,51,0,0.410629714,5700.0,12,0,2,0,0.0
,0.95984456,67,5,1806.0,5400.0,10,0,1,0,0.0
,1.059800664,29,2,0.354011792,3900.0,15,0,0,3,1.0
,0.386790079,62,0,0.732772225,1900.0,9,0,1,0,0.0
,0.099999382,45,0,0.484567901,3887.0,13,0,2,0,3.0
,0.213629694,52,0,3174.0,5400.0,11,0,2,0,1.0
,0.026105971,82,0,0.129832045,3750.0,5,0,1,0,0.0
,0.577581272,52,2,0.233129313,25650.0,14,0,2,0,1.0
,0.100148897,64,0,0.025909508,13083.0,15,0,0,0,0.0
,0.066001893,75,0,0.358883369,4226.0,9,0,2,0,0.0
,0.03222673,33,0,0.294792072,5145.0,4,0,1,0,2.0
,0.47826087,41,1,0.285119147,6000.0,6,0,1,1,1.0
,0.030304662,54,0,0.221086546,9000.0,5,0,1,0,0.0
,0.106451006,60,0,0.56167979,8000.0,12,0,3,0,1.0
,0.003366554,52,0,4174.0,5400.0,5,0,2,0,3.0
,0.437907614,41,0,1.273490604,2500.0,20,0,1,0,0.0
,0.060154129,66,0,0.008855878,7000.0,6,0,0,0,0.0
,0.11287776,34,0,0.584404456,3500.0,15,0,1,0,2.0
,0.038598016,29,0,0.498207885,3068.0,12,0,1,0,0.0
,0.040077775,64,0,0.018226002,1645.0,5,0,0,0,0.0
,0.018761011,73,0,0.002012072,5466.0,4,0,0,0,0.0
,0.035099415,61,0,0.265561203,12000.0,9,0,2,0,0.0
,0.280250258,64,0,0.145681265,6575.0,13,0,1,0,0.0
,0.133442591,44,0,0.305959476,8389.0,11,0,2,0,0.0
,0.103153195,61,0,0.442445016,3500.0,3,0,1,0,0.0
,0.374502057,39,0,1636.0,5400.0,9,0,1,0,2.0
,0.060013064,65,2,0.199353946,8667.0,22,0,1,0,0.0
,0.029113207,60,0,0.019223376,2600.0,4,0,0,0,0.0
,0.103507146,45,0,0.372968919,12000.0,7,0,2,0,4.0
,0.127073013,50,0,2940.0,5400.0,8,0,2,0,0.0
,0.477335782,40,0,0.452988656,9167.0,26,0,2,0,0.0
,0.366734064,57,0,0.423850121,9500.0,14,0,2,0,1.0
,0.062329953,49,0,0.376860814,17666.0,6,0,1,0,2.0
,0.666933325,39,0,0.283740076,3400.0,5,0,0,0,2.0
,0.934510915,46,2,1.99720112,2500.0,8,0,2,0,3.0
,0.374782056,46,0,0.390221168,11800.0,6,0,1,0,2.0
,0.107188335,47,0,0.389565761,3200.0,7,0,1,0,1.0
,0.082527306,63,0,83.0,5400.0,3,0,0,0,0.0
,0.007247781,38,0,0.00128164,3120.0,2,0,0,0,2.0
,0.267552129,67,0,0.719752554,6950.0,12,0,2,0,0.0
,0.045851666,44,0,2954.0,5400.0,9,0,1,0,1.0
,0.012715522,42,0,0.166863347,4236.0,5,0,0,0,0.0
,0.13769541,56,0,3575.0,5400.0,5,0,2,0,0.0
,1.0886898342199998,44,2,774.0,5400.0,4,2,0,0,1.0
,0.068877245,48,0,0.01969112,2589.0,1,0,0,0,0.0
,0.19939003,60,0,0.233042394,16039.0,3,0,2,0,0.0
,0.11944179,69,0,0.08145927,2000.0,6,0,0,0,0.0
,0.019756378,78,0,9.0,5400.0,1,0,0,0,0.0
,0.0,78,0,1174.0,5400.0,4,0,0,0,0.0
,0.048361438,79,0,0.004799232,6250.0,3,0,0,0,1.0
,0.9999999,29,1,0.467872442,2100.0,3,1,0,1,0.0
,0.051891892,74,0,1975.0,5400.0,15,0,1,0,0.0
,0.005214773,56,0,731.0,5400.0,3,0,1,0,0.0
,0.144340432,52,2,0.491050895,10000.0,14,0,2,0,2.0
,0.057047148,42,1,0.018862981,3816.0,1,0,0,0,1.0
,0.037045088,71,1,0.151624549,3600.0,11,0,0,0,1.0
,0.482248824,53,0,0.093374577,13900.0,8,0,0,0,4.0
,0.657913342,43,1,0.205075446,2915.0,6,0,0,0,1.0
,0.032714593,30,1,0.152157456,3962.0,8,0,0,0,1.0
,0.0,36,0,0.0,5400.0,1,0,0,0,0.0
,0.308170561,75,0,0.406917049,3700.0,7,0,1,0,1.0
,0.618027284,64,0,0.247878517,6716.0,6,0,1,0,0.0
,0.461765271,33,0,904.0,5400.0,8,0,0,0,1.0
,0.0,35,1,0.164630082,4500.0,4,1,0,1,0.0
,0.215908539,59,1,0.408897776,4000.0,10,0,1,0,0.0
,0.191614082,41,2,0.898920216,3333.0,8,0,1,0,0.0
,0.081582683,41,0,0.508408327,11000.0,10,0,5,0,0.0
,0.200326755,61,0,4963.0,5400.0,9,0,2,0,0.0
,0.502955538,59,0,0.471754708,6000.0,10,0,1,0,0.0
,0.359246372,46,1,0.697726635,3562.0,7,0,1,0,3.0
,0.034322842,67,0,1523.0,5400.0,9,0,1,0,0.0
,0.705326304,37,0,0.241492147,4583.0,8,0,0,0,1.0
,0.50507436,52,0,3627.0,5400.0,5,0,1,0,0.0
,0.047113875,32,0,0.069155141,6000.0,6,0,0,0,0.0
,0.018211197,68,0,0.011552988,4500.0,5,0,0,0,0.0
,0.033402241,72,0,4087.0,5400.0,12,0,1,0,0.0
,0.014901717,43,1,2850.0,5400.0,7,0,2,0,0.0
,0.027862952,45,0,0.073846694,5700.0,3,0,0,0,2.0
,0.490509491,31,1,0.066325287,4100.0,4,0,0,0,1.0
,0.02671047,36,0,0.29466255,6800.0,6,0,1,0,0.0
,0.9999999,62,0,0.0,5400.0,0,0,0,0,0.0
,0.066929516,51,1,0.192619262,9998.0,11,0,1,0,1.0
,0.990287102,54,0,0.362554287,6216.0,13,0,2,1,0.0
,0.012987151,42,0,0.327667233,10000.0,10,0,1,0,2.0
,0.049130058,42,0,22.0,5400.0,4,0,0,0,0.0
,0.38927131,52,0,1.283610512,7876.0,31,0,2,0,0.0
,0.007974023,80,0,0.003272251,4583.0,8,0,0,0,0.0
,0.9999999,27,0,503.0,5400.0,2,0,1,0,0.0
,0.122809536,69,0,0.177559642,8047.0,9,0,2,0,0.0
,0.004235128,53,0,0.26362273,6000.0,7,0,1,0,2.0
,0.068271486,61,0,0.278597786,1625.0,4,0,2,0,1.0
,0.0,41,0,0.342864437,11750.0,6,0,3,0,2.0
,0.161318785,70,0,0.033353671,4916.0,5,0,0,0,0.0
,0.552815539,61,0,0.850232558,7524.0,17,0,2,0,0.0
,0.0,42,0,0.373915601,6800.0,7,0,2,0,1.0
,0.645829475,68,0,0.470504214,7000.0,11,0,1,1,1.0
,0.005117815,79,0,0.192770352,16459.0,21,0,3,0,0.0
,0.013072938,63,0,0.326135852,6668.0,10,0,1,0,0.0
,0.0,53,0,0.26231876,18000.0,12,0,3,0,4.0
,0.337323992,49,0,0.374173869,5900.0,6,0,1,0,0.0
,0.285039577,75,1,0.327204668,9082.0,12,0,2,0,1.0
,0.002099958,80,0,3.0,5400.0,3,0,0,0,0.0
,0.025991374,59,0,0.149540184,2500.0,9,0,0,0,0.0
,0.716283813,68,0,1.226987221,4616.0,24,1,3,0,1.0
,0.036442379,66,0,2508.0,5400.0,8,0,2,0,0.0
,0.04919754,64,0,0.204843368,4500.0,4,0,1,0,1.0
,0.149737522,49,0,0.009928812,5337.0,3,0,0,0,0.0
,0.770359619,54,0,0.659867415,3921.0,11,0,1,0,1.0
,0.082183563,30,0,240.0,5400.0,2,0,0,0,0.0
,0.149050056,74,0,1.284008529,4689.0,7,0,1,0,0.0
,0.0,63,0,0.389956803,9259.0,10,0,2,0,1.0
,0.058420226,23,0,12.0,5400.0,1,0,0,0,0.0
,0.16611219,59,0,0.367330243,3666.0,7,0,1,0,2.0
,0.631672311,51,0,0.221679602,11466.0,5,0,1,0,2.0
,0.901696607,25,0,0.118289494,6500.0,4,0,0,0,0.0
,0.001174624,61,0,0.126110955,10688.0,15,0,1,0,0.0
,0.173289408,61,0,0.460052678,6833.0,13,0,3,0,1.0
,0.034876969,69,1,4963.0,5400.0,19,0,8,0,0.0
,0.011481297,57,0,0.021141649,945.0,9,0,0,0,0.0
,1.0886898342199998,50,1,0.09773563,5166.0,7,0,0,0,1.0
,0.108389161,54,0,0.041671212,9166.0,2,0,0,0,0.0
,0.032420507,56,0,0.111439842,1013.0,7,0,0,0,0.0
,0.029256307,34,0,0.00789266,3800.0,10,0,0,0,1.0
,0.492061664,59,0,0.565028115,5512.0,11,0,1,0,0.0
,0.441944757,49,0,0.780970982,3583.0,9,0,3,0,1.0
,0.105227783,48,0,2825.0,5400.0,11,0,1,0,0.0
,0.607860608,36,0,0.145520876,7400.0,7,0,0,0,3.0
,0.197766791,62,0,0.36033392,15332.0,11,0,9,0,2.0
,0.149687064,56,0,0.18830195,6000.0,17,0,0,0,1.0
,0.970646514,29,0,0.342540186,4416.0,7,0,1,0,1.0
,0.0,76,0,526.0,5400.0,9,0,0,0,0.0
,0.228771229,25,0,0.004995837,1200.0,2,0,0,0,0.0
,0.013196781,44,0,0.201974753,8000.0,9,0,1,0,1.0
,0.723924973,36,0,1.739304278,2500.0,11,0,1,0,0.0
,0.011833154,76,0,0.023976024,1000.0,9,0,0,0,0.0
,0.009135948,58,0,1911.0,5400.0,8,0,2,0,0.0
,0.123254694,39,0,0.180699731,2600.0,3,0,1,0,0.0
,0.840319361,26,0,0.13836187,2160.0,3,0,0,0,0.0
,0.003272401,41,0,0.023990404,2500.0,10,0,1,0,0.0
,0.198846833,72,0,3077.0,5400.0,9,0,1,0,0.0
,0.077116606,44,0,0.479269431,7500.0,8,0,2,0,3.0
,0.080515506,76,0,0.101441813,5825.0,6,0,0,0,0.0
,0.047887825,75,0,64.0,5400.0,4,0,0,0,0.0
,0.259944693,68,0,0.651048951,2859.0,9,0,1,0,0.0
,0.091227193,68,0,2791.0,5400.0,4,0,2,0,0.0
,0.08999833,64,0,0.393201285,3735.0,9,0,1,0,0.0
,0.81209312,50,0,0.810839253,3800.0,6,0,3,0,0.0
,0.384173513,49,0,3998.0,5400.0,8,0,2,0,0.0
,0.131979695,23,0,0.00535676,4666.0,2,0,0,0,0.0
,0.466226861,31,0,0.121484814,8000.0,13,0,0,0,0.0
,0.186794772,64,0,0.130234699,4345.0,6,0,1,0,0.0
,0.0,24,0,0.0,1258.0,2,0,0,0,0.0
,0.0,63,0,0.223462756,6000.0,9,1,1,0,1.0
,0.0,66,0,2.597835137,1200.0,11,0,1,0,0.0
,0.01499925,73,0,0.177144728,6107.0,4,0,0,0,0.0
,0.009090579,41,0,69.0,0.0,6,0,0,0,0.0
,0.167831147,70,0,0.391188695,6014.0,14,0,0,0,1.0
,0.663555685,43,0,0.516741071,5375.0,12,0,1,0,3.0
,0.008523439,47,0,0.647784072,3000.0,8,0,1,0,3.0
,0.332101717,26,0,0.134484325,2200.0,5,0,0,0,0.0
,0.9999999,31,0,0.11426087,5749.0,2,0,0,0,3.0
,0.742574257,45,4,0.462812452,6520.0,11,3,1,3,3.0
,0.063489373,81,0,0.020054385,2941.0,8,0,0,0,1.0
,0.514175631,46,0,0.536681781,8600.0,12,0,2,0,2.0
,0.80151657,40,2,0.427126437,6524.0,11,0,2,0,2.0
,0.45111421,52,0,0.402968961,3704.0,8,0,1,0,2.0
,0.032611283,45,0,0.09534448,55503.0,10,1,1,0,0.0
,0.859626107,28,1,452.0,5400.0,10,0,0,0,0.0
,0.992015968,38,0,0.0743762,4167.0,4,0,0,0,0.0
,0.028704792,81,0,0.009998,5000.0,4,0,0,0,0.0
,0.036649389,50,0,4399.0,5400.0,11,0,2,0,0.0
,0.713157135,45,0,0.381530578,8976.0,4,0,1,0,1.0
,0.357052713,46,0,3288.0,5400.0,5,0,1,0,0.0
,0.314679049,63,0,3578.0,5400.0,18,0,1,0,0.0
,0.418227216,32,0,691.0,5400.0,2,1,1,0,0.0
,0.015774779,60,0,1850.0,5400.0,17,0,1,0,0.0
,0.0,72,0,0.0045404,21583.0,3,0,0,0,0.0
,0.0,82,0,0.0,2300.0,4,0,0,0,0.0
,0.005995149,62,0,0.375326873,6500.0,10,0,1,0,1.0
,0.001812765,82,0,1546.0,5400.0,11,0,1,0,0.0
,0.0,49,0,1508.0,5400.0,7,0,1,0,2.0
,0.901160019,44,0,0.234306569,6849.0,5,0,0,0,3.0
,0.081741018,45,0,0.005574728,11300.0,3,0,0,0,3.0
,0.476844039,43,1,0.208510638,9164.0,17,0,0,0,1.0
,0.476698382,40,0,0.569757109,6751.0,6,0,3,0,0.0
,0.031266615,56,0,0.275379717,19158.0,12,0,2,0,7.0
,0.717410824,87,0,0.061682818,6500.0,7,0,0,0,0.0
,0.01657043,52,0,0.165311292,7500.0,7,0,1,0,5.0
,0.0,58,1,1126.0,5400.0,3,0,1,0,0.0
,0.012890373,51,1,0.532042542,11000.0,12,0,4,0,2.0
,0.441715928,39,0,4963.0,5400.0,19,0,1,0,0.0
,0.477905523,67,0,0.549720075,3750.0,10,0,2,0,0.0
,0.026644308,86,0,0.003808315,3150.0,3,0,0,0,0.0
,0.049835154,39,0,4431.0,5400.0,6,0,2,0,0.0
,0.070834384,43,1,0.32792005,1600.0,5,0,0,0,1.0
,0.296879572,46,0,0.558032283,1300.0,9,0,0,0,0.0
,0.028718548,89,1,0.040564374,1700.0,8,0,0,0,1.0
,0.063667307,74,0,107.0,5400.0,7,0,0,0,0.0
,0.135678672,51,0,0.573532085,5500.0,4,0,2,0,0.0
,0.923455418,61,3,3045.0,5400.0,7,0,2,0,0.0
,0.9999999,36,1,0.589237968,2991.0,4,0,1,0,0.0
,0.076605132,63,0,0.540304103,4800.0,27,0,1,0,2.0
,0.241486584,52,0,0.232153569,5000.0,2,0,1,0,2.0
,0.926910299,23,0,40.0,5400.0,2,0,0,0,0.0
,0.0,61,1,0.114434524,6719.0,5,0,0,1,4.0
,0.0,60,0,0.103113396,3500.0,6,0,0,0,0.0
,0.021719849,43,0,0.265053646,9133.0,11,0,1,0,1.0
,1.0886898342199998,32,4,0.438506589,2731.0,5,0,1,1,0.0
,0.059474219,51,0,0.020260859,7896.0,6,0,0,0,0.0
,0.857251329,39,0,0.301174706,4000.0,6,0,0,0,0.0
,0.75258288,64,1,0.245967204,7500.0,8,0,1,0,0.0
,0.506984186,46,0,3602.0,5400.0,11,0,1,0,0.0
,0.057365455,54,0,0.352530541,4583.0,10,0,1,0,0.0
,0.9999999,47,0,0.0,3117.0,0,0,0,0,2.0
,0.048854911,83,0,0.568319226,3307.0,10,0,2,0,0.0
,0.476396817,49,0,0.149515425,13516.0,5,0,1,0,0.0
,0.0119992,69,0,1163.0,5400.0,3,0,1,0,0.0
,0.341585655,40,0,0.27987988,4994.0,11,0,0,0,1.0
,0.042730485,83,0,0.017585931,2501.0,4,0,0,0,1.0
,0.316417271,43,0,0.329702788,5416.0,10,0,0,0,3.0
,0.021789462,62,0,0.607417637,5068.0,13,0,2,0,2.0
,0.984251072,55,0,0.455069922,21666.0,14,0,3,0,0.0
,0.457899163,55,1,0.315734213,6666.0,10,0,2,0,0.0
,0.935222672,58,1,2438.0,5400.0,9,0,0,0,0.0
,0.007206371,65,0,0.118480253,6000.0,12,0,1,0,0.0
,0.023552387,50,1,836.0,5400.0,5,0,1,0,0.0
,0.9999999,55,0,930.0,5400.0,3,0,2,0,0.0
,0.098630046,46,0,0.016600641,5300.0,4,0,0,0,0.0
,0.473326334,44,0,0.5,5583.0,7,0,3,0,0.0
,0.9999999,39,0,2246.0,5400.0,2,0,2,1,0.0
,0.874701946,36,0,0.514843263,4816.0,7,0,1,0,6.0
,0.672740403,31,0,367.0,5400.0,2,0,0,0,0.0
,0.072212226,44,0,4963.0,5400.0,8,0,2,0,0.0
,0.165340873,33,0,0.920825817,14966.0,19,0,6,0,2.0
,0.138821765,34,1,0.275139396,5200.0,8,0,1,0,0.0
,0.02429627,71,0,1167.0,5400.0,14,0,1,0,0.0
,0.059699005,48,0,0.148465579,7233.0,3,0,1,0,2.0
,0.588234618,61,0,0.854790654,6376.0,12,0,2,0,0.0
,0.481555769,51,0,0.469594595,5623.0,8,0,2,0,0.0
,0.238697012,79,0,0.130811531,6000.0,4,0,1,0,0.0
,0.063262912,46,0,0.296783626,9575.0,15,0,2,0,3.0
,0.238538073,67,0,0.730613348,3700.0,12,0,2,1,0.0
,0.289222155,56,0,4963.0,5400.0,17,0,2,0,0.0
,0.029133682,55,0,0.359629295,4423.0,11,0,1,0,0.0
,0.682123117,63,0,0.254302536,4415.0,5,0,1,0,0.0
,0.0,47,0,0.26805075,4334.0,8,0,2,0,1.0
,0.217861384,33,0,0.52228121,12431.0,8,0,3,1,3.0
,0.390440401,37,0,0.600661157,3024.0,9,0,2,0,1.0
,0.702817037,43,1,219.0,5400.0,2,0,0,0,1.0
,0.088892188,59,0,0.427020851,3500.0,11,0,2,0,0.0
,0.9999999,38,0,0.011235955,800.0,0,1,0,0,3.0
,1.0886898342199998,41,0,0.682831911,6680.0,9,0,3,0,1.0
,0.9999999,28,0,147.0,5400.0,0,0,0,0,0.0
,0.092464612,56,0,0.078469554,19000.0,16,0,2,0,1.0
,0.9999999,60,0,36.0,5400.0,5,5,0,0,0.0
,0.017757359,64,0,0.045255907,13500.0,6,0,1,0,1.0
,0.042706097,83,0,0.053721321,1786.0,9,0,0,0,0.0
,0.212530178,47,0,3342.0,0.0,11,0,1,0,2.0
,0.0,47,1,0.323638287,1890.0,9,0,0,0,4.0
,0.022363558,56,0,0.013148009,2661.0,10,0,0,0,0.0
,0.400462921,33,0,0.357538036,4337.0,13,0,0,0,0.0
,0.067582255,65,0,0.326988687,5568.0,21,0,1,0,0.0
,0.20482462,56,0,0.279715619,4500.0,6,0,1,0,2.0
,0.9999999,56,0,1258.0,0.0,2,0,1,0,0.0
,0.129835272,43,0,0.252827044,8400.0,7,0,1,0,2.0
,0.075017346,67,0,0.017994002,3000.0,6,0,0,0,0.0
,0.9999999,51,2,370.0,0.0,4,2,0,1,2.0
,0.005081848,69,0,0.123491469,9611.0,8,1,1,0,0.0
,0.9999999,63,0,0.315795467,8780.0,4,0,2,0,0.0
,0.518890359,64,0,4930.0,5400.0,11,0,3,0,0.0
,0.256716761,62,0,0.102352307,5568.0,8,0,0,0,0.0
,0.123843808,61,0,0.027331056,12000.0,11,0,0,0,1.0
,0.011847809,66,2,0.605210421,4490.0,14,0,3,0,0.0
,0.81875982,68,2,0.308969088,6566.0,8,1,0,0,0.0
,0.053783793,73,0,0.415197237,5500.0,9,0,1,0,0.0
,0.9999999,29,1,0.403214025,1368.0,3,2,0,0,0.0
,0.760370243,29,1,0.326175491,2700.0,4,0,0,0,2.0
,0.99350065,29,1,0.420965517,3624.0,9,0,1,0,2.0
,0.0,28,0,0.205392546,1260.0,2,0,0,0,1.0
,0.27347721,23,0,49.0,1.0,3,0,0,0,0.0
,0.15411227,66,0,0.22125831,12333.0,13,0,1,0,1.0
,0.155285328,63,0,0.317380112,10488.0,17,0,2,0,1.0
,1.002998501,51,1,1683.0,5400.0,3,0,2,0,0.0
,0.005289511,54,0,0.004582379,4800.0,7,0,0,0,0.0
,0.000666643,33,0,0.259671436,5660.0,8,0,1,0,0.0
,0.004115226,87,0,0.259193003,5030.0,9,0,0,0,0.0
,0.214748856,59,0,0.594147093,7790.0,15,0,5,0,2.0
,0.05246711,98,0,50.0,5400.0,2,0,0,0,0.0
,0.033541899,47,0,0.245164095,4600.0,5,0,1,0,1.0
,0.262673783,71,0,0.16295926,4000.0,8,0,0,0,0.0
,0.166264731,54,0,0.63164684,6976.0,22,0,2,0,2.0
,0.230078563,29,0,0.017166282,3902.0,3,0,0,0,1.0
,0.9999999,51,0,1637.0,5400.0,4,1,1,2,5.0
,0.793189628,30,0,0.247303341,3800.0,9,0,0,0,0.0
,0.0,63,0,0.0,5350.0,1,0,0,0,1.0
,0.122890694,44,0,0.236896047,10244.0,5,0,1,0,3.0
,0.154461502,44,0,0.745627186,2000.0,5,0,1,0,2.0
,0.161455444,50,0,0.121118397,8082.0,14,0,0,0,0.0
,0.358088877,38,1,0.067434605,4166.0,4,0,0,0,1.0
,0.0,57,0,0.333666583,4000.0,7,0,2,0,1.0
,0.14422951,31,0,0.157066667,7499.0,5,0,1,0,0.0
,0.022748863,79,0,13.0,5400.0,2,0,0,0,0.0
,0.019999286,71,0,0.003242805,4933.0,4,0,0,0,1.0
,0.002368364,66,0,2.0,0.0,4,0,0,0,0.0
,0.057987583,56,0,0.300863506,6600.0,10,0,2,0,0.0
,0.0,38,0,0.0,9421.0,1,0,0,0,0.0
,0.254115948,60,0,0.357253685,5155.0,23,0,2,0,0.0
,0.011474762,51,2,0.225971116,16063.0,11,0,5,0,1.0
,0.010086664,79,0,0.062987403,5000.0,5,0,0,0,0.0
,0.025094028,44,0,1908.0,5400.0,5,0,1,0,0.0
,0.0,54,0,0.0,5400.0,2,0,0,0,0.0
,0.007058579,30,0,0.240382318,4184.0,4,0,1,0,1.0
,0.022968032,44,0,0.315665621,8923.0,8,0,1,0,0.0
,0.238336987,33,0,0.662655064,5400.0,9,0,2,0,0.0
,0.807245989,32,0,0.180802259,8500.0,11,0,0,0,0.0
,0.277352872,74,0,0.615384615,2001.0,21,0,0,0,0.0
,0.9999999,41,0,0.0,5400.0,1,0,0,0,0.0
,0.032048524,57,0,0.036477082,12500.0,8,0,0,0,0.0
,0.174412247,43,1,0.191801366,6000.0,8,0,1,0,4.0
,0.284124868,38,0,0.384653837,4000.0,5,0,1,0,2.0
,0.0,69,0,0.103958417,2500.0,8,0,0,0,0.0
,0.0,54,0,726.0,5400.0,4,0,0,0,2.0
,0.184192632,67,0,0.105258065,30999.0,8,0,2,0,1.0
